	10AF.fastq.trim.sam.counts	10OS.fastq.trim.sam.counts	1AS.fastq.trim.sam.counts	1OF.fastq.trim.sam.counts	2AS.fastq.trim.sam.counts	2OF.fastq.trim.sam.counts	4AS.fastq.trim.sam.counts	4OF.fastq.trim.sam.counts	6AF.fastq.trim.sam.counts	6OS.fastq.trim.sam.counts	7AF.fastq.trim.sam.counts	7OS.fastq.trim.sam.counts	8AF.fastq.trim.sam.counts	8OS.fastq.trim.sam.counts	9AF.fastq.trim.sam.counts	9OS.fastq.trim.sam.counts	
isogroup19658	12	21	14	30	442	872	11	9	1146	1271	510	416	14	6	4	1	
isogroup19659	1	4	2	2	1	0	4	6	2	0	0	6	2	6	2	6	
isogroup1966	25	6	2	5	5	0	13	33	0	1	5	26	7	17	3	15	
isogroup19660	405	494	272	586	233	285	299	578	315	344	402	498	366	529	572	357	
isogroup19661	3	8	4	9	4	2	6	2	4	4	2	2	3	6	4	6	
isogroup19662	196	296	154	234	123	148	133	253	164	213	175	233	245	272	339	256	
isogroup19664	99	92	69	113	30	60	82	122	57	60	64	109	55	158	125	119	
isogroup19665	12	13	14	16	13	6	17	31	9	12	14	27	8	10	18	13	
isogroup19666	0	3	0	1	0	0	1	0	0	1	0	0	0	2	0	0	
isogroup19668	128	133	57	124	64	90	98	154	177	155	124	179	120	79	141	99	
isogroup19669	6	10	6	16	14	15	10	12	7	3	6	9	8	12	10	11	
isogroup1967	26	32	32	31	6	24	13	21	8	16	15	21	11	34	11	23	
isogroup19670	0	0	2	0	0	1	0	0	0	0	1	1	1	0	0	0	
isogroup19671	2	3	4	4	3	4	7	6	1	4	1	5	2	6	3	3	
isogroup19672	8	27	8	20	11	11	13	10	4	12	8	12	10	6	13	6	
isogroup19673	3	6	4	6	5	5	8	5	3	3	4	5	0	3	3	2	
isogroup19674	2	4	7	7	5	4	6	8	1	0	5	4	0	5	6	1	
isogroup19675	18	17	24	44	30	57	18	14	21	26	25	29	30	30	26	28	
isogroup19676	22	56	83	32	36	94	35	31	17	24	24	19	22	61	29	31	
isogroup19677	0	0	1	0	2	0	0	0	0	1	0	1	0	0	0	1	
isogroup19678	4	7	2	8	2	3	12	10	4	3	4	5	2	10	4	4	
isogroup19679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroup1968	27	21	17	10	13	10	21	16	10	9	18	17	5	16	14	11	
isogroup19680	0	1	0	0	0	1	2	8	0	0	0	2	50	25	23	14	
isogroup19681	192	228	74	91	8	5	28	13	24	12	22	28	8	9	13	21	
isogroup19682	114	155	131	143	150	102	159	202	86	96	136	147	88	141	180	114	
isogroup19683	3	3	4	5	1	0	2	3	0	1	3	2	0	3	4	3	
isogroup19684	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	
isogroup19685	3	3	4	4	0	0	3	4	2	0	5	1	4	3	4	0	
isogroup19686	9	7	6	12	6	5	4	20	9	2	6	6	10	31	12	33	
isogroup19687	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	
isogroup19688	1	0	2	0	1	0	2	5	1	0	1	0	0	2	2	1	
isogroup19689	7	3	3	5	5	3	5	6	7	6	4	6	6	8	9	1	
isogroup1969	1	4	12	4	12	3	11	10	2	1	1	4	2	9	9	8	
isogroup19690	0	0	0	0	0	0	1	2	0	1	0	1	1	1	2	0	
isogroup19691	31	9	66	92	6	90	28	16	19	66	7	4	7	5	5	13	
isogroup19692	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	
isogroup19693	104	558	636	211	114	572	63	106	40	63	46	75	65	168	61	106	
isogroup19694	21	23	6	16	11	12	15	29	23	13	24	21	30	36	36	33	
isogroup19695	3522	3756	2775	4126	3441	2619	3625	4824	3134	3265	3334	4868	3172	4719	4563	3767	
isogroup19696	0	0	3	4	1	0	0	0	0	0	3	1	0	0	0	0	
isogroup19697	38	24	24	45	36	26	45	52	25	25	28	31	28	57	40	45	
isogroup19699	3	2	3	5	2	3	0	1	1	2	1	1	2	3	1	0	
isogroup197	9	11	7	11	7	10	14	14	9	4	7	13	7	22	12	4	
isogroup1970	10	26	21	27	12	22	15	15	7	3	13	11	9	21	14	14	
isogroup19700	42	33	30	45	22	14	36	46	25	36	24	40	18	39	43	30	
isogroup19701	0	2	0	0	0	0	0	2	2	1	0	1	0	1	0	0	
isogroup19702	0	1	2	3	1	1	3	2	2	0	0	0	0	2	1	0	
isogroup19703	0	1	0	0	1	0	2	1	1	1	0	2	1	2	2	1	
isogroup19704	1	1	3	5	21	4	11	11	2	7	5	9	7	15	10	6	
isogroup19705	153	126	85	191	62	59	101	188	160	99	164	137	127	104	163	67	
isogroup19706	4	10	13	15	1	10	8	13	11	11	13	8	9	15	17	10	
isogroup19708	2	1	2	3	1	0	2	1	2	1	5	18	1	3	7	2	
isogroup19709	0	0	1	2	1	3	1	0	2	1	0	0	1	1	0	1	
isogroup1971	0	2	0	0	0	0	2	0	0	0	1	0	0	2	1	2	
isogroup19710	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	
isogroup19711	16	21	14	19	3	10	13	23	24	28	16	14	38	33	27	19	
isogroup19712	5	12	8	5	1	1	12	20	1	2	2	1	2	8	1	3	
isogroup19713	31	23	26	65	29	25	44	67	18	26	42	36	27	29	35	37	
isogroup19714	0	2	1	1	1	0	0	1	0	1	0	0	1	2	1	0	
isogroup19715	4	2	4	0	6	1	5	1	0	1	1	0	1	2	1	0	
isogroup19716	15	17	15	14	14	17	18	29	14	11	11	17	16	32	16	20	
isogroup19717	13	25	3	13	12	11	9	12	10	10	15	17	9	8	27	14	
isogroup19718	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	
isogroup19719	0	3	1	0	0	0	4	5	0	2	2	0	9	10	4	5	
isogroup1972	33	42	44	43	23	37	31	61	24	30	23	51	31	85	48	42	
isogroup19720	0	1	3	1	0	1	4	2	1	1	0	1	1	0	1	1	
isogroup19722	8	11	7	23	16	19	13	11	15	15	10	6	6	15	8	6	
isogroup19724	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup19725	6	8	3	27	5	6	5	19	14	6	11	16	10	14	19	13	
isogroup19726	80	66	55	91	47	81	53	76	214	114	63	35	66	49	80	35	
isogroup19727	1	1	0	2	1	0	1	3	0	0	0	0	3	0	0	0	
isogroup1973	13	17	27	18	16	1	15	28	5	9	8	17	2	25	18	31	
isogroup19730	4	3	3	7	2	0	4	6	0	4	2	2	6	13	6	8	
isogroup19731	2	0	0	3	0	2	3	3	2	4	0	4	7	3	5	5	
isogroup19732	1	0	0	0	0	0	1	1	0	0	0	0	3	0	3	3	
isogroup19733	0	3	1	3	2	0	2	2	0	0	0	2	1	1	4	0	
isogroup19734	19	22	22	29	22	6	53	39	6	10	12	24	7	24	13	16	
isogroup19735	2048	1782	1746	2922	1195	1550	1848	3157	1979	1926	1965	2273	1651	1862	2290	1612	
isogroup19736	0	0	50	52	55	34	47	78	0	1	59	44	2	2	68	45	
isogroup19737	2	2	3	3	1	2	1	2	3	1	1	0	1	0	0	2	
isogroup19738	141	71	55	363	61	247	48	313	499	324	421	341	345	206	765	150	
isogroup1974	3	5	9	5	4	1	1	10	5	3	3	5	2	11	7	10	
isogroup19740	4	9	2	19	1	1	2	2	6	4	3	14	6	7	6	2	
isogroup19742	2	1	3	1	1	1	7	9	0	0	4	2	5	11	3	1	
isogroup19744	175	267	135	268	103	86	202	330	160	222	188	260	263	330	372	288	
isogroup19745	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	
isogroup19746	3	12	14	6	0	25	0	0	0	1	0	0	0	0	0	0	
isogroup19747	190	138	91	192	54	125	117	218	113	117	162	159	132	173	212	125	
isogroup19748	95	76	58	140	49	62	75	143	72	78	85	170	74	117	78	49	
isogroup19749	19	28	33	55	23	22	38	41	32	16	19	28	24	47	31	23	
isogroup1975	33	204	194	71	29	193	35	114	23	26	24	38	94	167	89	112	
isogroup19750	9	9	6	7	5	6	17	10	4	5	11	7	3	8	7	8	
isogroup19751	52	56	1	3	24	102	55	35	18	61	0	0	37	38	1	1	
isogroup19752	1	7	1	7	2	7	1	5	1	1	2	1	1	7	8	1	
isogroup19753	2	4	2	0	0	0	4	1	0	1	0	7	0	1	2	1	
isogroup19754	1	3	6	6	2	2	5	1	0	1	2	3	4	3	4	2	
isogroup19755	19	24	23	35	11	12	18	37	13	18	19	17	15	35	23	22	
isogroup19756	0	1	3	0	1	1	6	3	0	0	1	3	0	3	2	3	
isogroup19757	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup19758	487	450	2	6	6	4	410	490	528	453	5	3	1	5	621	537	
isogroup19759	2	4	1	1	1	3	0	1	2	2	1	0	2	4	2	0	
isogroup1976	100	91	64	148	53	54	123	147	77	57	78	117	57	131	97	100	
isogroup19760	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	
isogroup19761	0	3	1	3	0	0	0	1	1	0	0	0	2	0	2	1	
isogroup19762	232	203	67	142	3	86	98	161	41	37	44	27	28	2	17	17	
isogroup19763	31	43	39	54	29	39	28	51	37	33	28	42	19	56	49	59	
isogroup19764	1	0	1	2	0	3	1	0	1	1	0	0	1	0	0	2	
isogroup19765	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	
isogroup19766	10	14	6	28	21	28	24	25	52	20	24	49	34	28	25	19	
isogroup19767	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	
isogroup19768	151	154	258	280	99	24	136	208	70	77	179	265	39	218	160	129	
isogroup19769	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	1	
isogroup1977	14	38	41	32	11	17	17	33	12	22	23	24	35	71	32	48	
isogroup19770	1	0	3	11	1	3	2	6	5	5	5	2	1	3	5	6	
isogroup19771	0	0	7	5	7	6	7	11	3	8	11	10	3	6	5	1	
isogroup19772	50	45	16	34	13	22	41	98	23	20	30	46	55	91	61	82	
isogroup19773	23	24	13	34	14	17	25	41	20	18	26	32	19	39	34	21	
isogroup19774	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	
isogroup19775	31	35	20	48	21	18	40	44	23	17	19	47	33	38	35	39	
isogroup19776	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup19777	12	27	33	31	13	27	8	16	11	16	7	12	26	16	11	9	
isogroup19778	3	5	1	3	2	0	3	4	1	2	2	2	1	1	2	1	
isogroup19779	240	177	99	359	506	307	156	218	894	1060	1845	1643	585	1144	902	1083	
isogroup1978	20	27	15	22	24	11	34	34	7	16	22	30	15	47	22	41	
isogroup19781	28	56	30	34	19	24	52	57	10	23	28	34	22	57	30	37	
isogroup19782	7	11	1	12	3	2	8	7	5	1	5	7	2	8	4	13	
isogroup19783	0	1	1	0	2	0	1	0	0	0	0	2	1	1	1	2	
isogroup19784	4	5	4	8	4	4	2	5	1	6	4	5	8	5	6	8	
isogroup19785	11	3	6	6	7	13	6	2	4	1	4	7	8	7	2	9	
isogroup19786	6	8	9	10	15	7	15	10	6	8	5	15	6	7	7	9	
isogroup19787	2	3	1	2	1	0	1	4	3	2	2	3	0	5	5	2	
isogroup19789	1	5	0	3	1	4	2	2	3	4	1	0	4	8	1	2	
isogroup1979	2	3	3	3	3	1	1	0	0	0	0	2	4	2	1	1	
isogroup19790	38	49	50	64	29	36	32	57	22	25	44	77	26	85	50	60	
isogroup19791	0	1	2	1	0	0	1	2	0	0	0	0	0	0	0	0	
isogroup19792	2	2	4	1	2	0	3	3	2	1	0	4	0	2	1	1	
isogroup19793	7	5	5	8	9	3	9	7	5	9	6	9	1	9	6	3	
isogroup19794	2454	2719	2057	3262	2306	1859	2959	3936	2293	2444	2390	3569	2227	3665	3079	2794	
isogroup19796	10	23	28	23	16	19	28	28	7	10	11	18	14	25	20	20	
isogroup19797	74	79	86	112	98	88	151	139	61	69	48	71	84	141	96	111	
isogroup19798	7	12	2	12	13	8	9	13	5	11	12	9	9	15	21	13	
isogroup19799	12	16	13	27	18	23	21	32	19	9	38	37	24	24	31	20	
isogroup198	124	131	149	157	132	142	149	196	63	102	135	157	122	197	144	125	
isogroup1980	6	11	10	30	14	6	18	23	9	6	14	13	6	20	16	12	
isogroup19800	6	8	7	28	7	11	18	24	8	8	8	9	15	10	7	9	
isogroup19801	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	
isogroup19803	10	27	12	9	12	15	7	18	4	3	10	13	6	14	7	17	
isogroup19804	10	14	8	10	6	8	12	17	12	4	8	9	13	12	28	14	
isogroup19808	2	0	1	0	2	0	0	0	0	0	0	1	1	0	1	0	
isogroup1981	0	0	0	0	0	0	1	0	0	1	0	0	3	1	0	2	
isogroup19810	16	12	12	22	0	3	3	2	16	13	5	1	8	7	17	16	
isogroup19811	3	0	1	5	1	1	4	0	2	2	0	2	0	2	1	2	
isogroup19812	137	180	125	140	125	56	147	190	69	81	111	187	100	193	132	127	
isogroup19813	33	266	123	75	8	219	1	1	1	3	2	0	2	0	0	0	
isogroup19814	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	
isogroup19815	4	4	4	3	3	3	4	6	1	1	6	4	1	9	4	5	
isogroup19816	4	5	2	2	3	3	3	8	1	2	5	5	7	7	4	8	
isogroup19817	6	11	8	11	5	6	7	9	2	6	4	4	2	8	13	7	
isogroup19818	33	34	33	48	24	26	27	31	38	48	35	42	29	32	50	18	
isogroup19819	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup1982	8	14	22	14	12	13	15	28	4	3	11	18	4	21	11	18	
isogroup19820	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup19821	14	21	13	20	11	20	14	26	14	9	12	23	31	78	24	51	
isogroup19822	0	1	2	0	1	1	0	2	0	1	0	0	2	0	0	1	
isogroup19823	36	40	28	42	22	15	32	65	26	19	19	39	23	59	35	69	
isogroup19824	14	9	9	8	9	5	11	11	4	7	7	10	4	9	8	3	
isogroup19825	26	21	15	20	11	23	13	29	29	19	14	13	36	15	26	19	
isogroup19827	1	0	1	0	0	0	2	1	1	0	0	1	1	1	2	1	
isogroup19828	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
isogroup19829	0	1	6	3	0	3	1	1	0	0	0	2	2	1	3	0	
isogroup1983	101	75	82	261	34	226	144	164	294	88	56	67	254	90	142	153	
isogroup19830	8	8	7	5	8	4	4	7	3	6	3	3	7	5	6	2	
isogroup19831	3	1	1	1	0	1	0	4	0	0	1	1	0	0	0	1	
isogroup19833	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	
isogroup19834	1	1	1	0	1	0	2	0	0	0	1	0	1	2	1	0	
isogroup19835	0	0	1	2	1	0	1	1	0	1	2	0	0	0	0	2	
isogroup19836	4	2	1	1	1	0	0	3	1	1	2	3	2	10	2	5	
isogroup19837	0	0	1	3	1	0	5	2	0	0	1	1	0	0	1	2	
isogroup19838	2	2	4	4	2	0	4	16	0	3	4	3	21	18	16	16	
isogroup19839	19	4	0	2	3	2	6	21	5	3	8	2	0	5	16	9	
isogroup1984	40	64	47	50	29	34	38	27	17	16	31	32	24	64	35	43	
isogroup19840	18	26	14	19	14	12	17	13	10	17	9	16	21	13	12	19	
isogroup19841	29	33	27	40	17	27	29	56	32	17	34	34	51	55	50	46	
isogroup19842	20	28	29	27	13	17	19	52	21	20	16	32	42	102	49	89	
isogroup19843	4	9	10	15	14	6	9	8	4	5	6	5	9	12	12	7	
isogroup19844	4	3	2	3	3	1	5	4	2	2	1	1	1	1	2	1	
isogroup19845	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	
isogroup19847	12	14	12	12	3	7	10	16	9	7	9	21	8	14	19	12	
isogroup19848	109	113	84	170	70	55	108	199	95	109	100	147	121	198	177	142	
isogroup19849	0	1	0	0	0	2	2	1	0	0	0	0	0	1	1	0	
isogroup1985	7	8	14	8	10	3	11	12	4	2	3	10	6	16	12	10	
isogroup19850	18	19	0	13	5	5	11	11	26	15	7	7	34	17	15	8	
isogroup19851	11	6	1	6	3	3	3	12	1	7	3	13	7	6	7	7	
isogroup19852	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup19853	1	1	2	1	2	0	1	1	0	0	0	0	0	3	3	0	
isogroup19854	3	1	0	0	1	1	1	3	0	0	2	2	0	1	4	2	
isogroup19856	2	0	0	1	0	1	0	1	0	1	0	3	0	3	3	0	
isogroup19857	27	26	11	16	2	2	11	23	11	9	14	18	19	32	16	25	
isogroup19858	1067	1452	1053	1592	1160	923	1577	1995	1011	1310	1156	2129	1115	2115	1634	1692	
isogroup19859	3	2	0	4	2	2	5	2	0	1	1	4	4	3	1	0	
isogroup1986	4	10	7	7	7	9	7	6	4	1	5	7	1	4	5	6	
isogroup19860	1	1	2	0	0	0	3	1	1	1	1	1	0	0	2	1	
isogroup19861	193	307	100	122	84	25	125	164	151	162	120	171	49	105	82	50	
isogroup19862	0	1	2	2	0	0	2	3	5	2	1	0	1	0	1	1	
isogroup19863	5	7	14	14	23	13	14	12	5	6	5	10	8	14	11	14	
isogroup19864	1	3	3	4	3	2	0	6	0	3	1	3	4	9	2	5	
isogroup19865	2	1	2	30	0	41	0	2	9	1	7	1	13	1	2	0	
isogroup19866	8	5	4	10	1	4	7	6	2	3	4	10	1	0	0	0	
isogroup19867	3	9	40	16	3	31	13	30	0	1	8	18	3	4	10	8	
isogroup19868	1	2	2	1	1	1	2	2	1	2	2	2	0	1	4	5	
isogroup19869	22	11	16	10	16	6	49	54	3	6	15	54	18	25	34	36	
isogroup1987	4	21	19	7	6	24	6	25	1	4	3	8	35	43	10	29	
isogroup19870	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
isogroup19871	0	1	0	2	0	0	3	2	3	1	0	2	0	1	3	0	
isogroup19873	4	2	1	1	1	4	0	2	0	1	0	1	1	2	1	0	
isogroup19874	4	7	11	4	5	0	14	18	0	4	2	8	1	5	3	1	
isogroup19876	4	6	7	3	9	3	16	11	8	4	1	7	4	4	6	4	
isogroup19877	2167	2598	1879	2872	2250	1595	2862	3713	2246	2330	2095	4453	1969	3173	3013	2709	
isogroup19878	22	33	24	31	16	24	23	44	8	19	22	38	33	61	29	52	
isogroup19879	20	37	30	36	36	27	41	42	30	31	27	31	38	35	38	28	
isogroup1988	1	8	11	24	7	11	4	21	9	9	8	4	9	10	11	12	
isogroup19880	34	65	46	33	17	37	28	40	7	16	14	39	13	38	18	24	
isogroup19881	332	288	109	264	21	172	128	191	96	58	64	65	76	13	36	51	
isogroup19883	9	12	10	14	14	6	12	15	3	6	12	15	3	11	12	7	
isogroup19884	55	647	647	269	22	350	2	8	4	5	5	20	8	2	1	1	
isogroup19885	204	170	115	273	78	100	167	306	89	142	310	153	214	194	297	209	
isogroup19886	0	0	1	3	0	0	1	3	0	0	0	0	0	1	1	1	
isogroup19887	2	2	4	3	1	2	2	3	2	1	3	4	2	9	7	3	
isogroup19888	1	1	3	4	3	2	3	4	5	2	2	3	3	7	2	2	
isogroup19889	38	19	16	63	17	31	34	43	33	20	15	21	24	39	38	27	
isogroup1989	49	58	47	62	57	50	68	91	19	37	35	59	35	72	49	62	
isogroup19890	1	1	3	1	1	0	0	2	1	2	0	1	0	3	1	5	
isogroup19891	0	2	0	1	0	0	5	1	1	2	1	2	2	2	1	2	
isogroup19892	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	
isogroup19893	0	2	1	5	2	2	4	7	1	3	2	2	37	14	11	12	
isogroup19894	6	7	5	7	0	7	3	10	9	2	3	4	9	9	7	7	
isogroup19896	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup19897	20	27	30	28	16	22	13	25	18	21	15	30	23	60	32	45	
isogroup19898	0	0	0	1	0	1	3	14	0	1	0	1	25	19	13	12	
isogroup19899	42	15	22	5	13	0	55	95	2	6	14	84	8	57	20	38	
isogroup199	55	42	40	152	31	88	21	37	62	25	29	15	23	12	5	8	
isogroup1990	5	4	5	11	2	5	5	9	5	4	1	3	3	13	1	7	
isogroup19900	13	13	7	15	4	9	16	28	12	8	8	10	16	16	12	20	
isogroup19901	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroup19902	6	3	1	2	1	1	1	1	1	0	0	0	2	5	2	6	
isogroup19903	163	120	92	79	26	39	25	51	61	56	49	58	48	126	36	32	
isogroup19904	13	21	0	0	0	0	0	1	10	14	0	1	12	14	1	0	
isogroup19905	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	
isogroup19907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup19908	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
isogroup19909	3	4	4	4	6	2	4	5	4	0	3	6	2	7	4	2	
isogroup1991	53	57	41	70	44	29	49	76	29	36	58	56	63	91	74	50	
isogroup19910	412	678	462	158	500	178	455	811	348	336	799	376	425	1238	25	7	
isogroup19911	1	2	0	0	1	1	2	3	0	0	0	1	0	1	1	2	
isogroup19912	14	17	3	24	2	4	10	19	14	3	12	10	11	17	15	6	
isogroup19913	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup19914	58	45	42	41	43	14	25	71	29	21	42	62	26	79	68	50	
isogroup19915	1	5	4	2	1	3	2	3	2	1	5	1	2	4	3	4	
isogroup19916	6	2	5	5	2	2	7	11	2	3	6	3	6	10	8	7	
isogroup19917	24	32	30	66	21	24	20	36	31	33	42	29	23	24	50	24	
isogroup19918	12	14	18	12	4	12	16	26	1	4	7	12	7	21	9	10	
isogroup19919	40	31	48	41	37	27	111	149	0	1	46	48	8	14	42	18	
isogroup1992	52	46	18	15	13	4	25	42	13	13	22	20	9	21	15	24	
isogroup19920	2	2	1	0	2	0	3	2	0	1	2	1	0	3	4	0	
isogroup19921	10	7	7	7	7	3	5	14	5	8	10	22	9	13	25	19	
isogroup19922	0	0	0	0	0	1	2	1	0	0	1	0	0	1	2	2	
isogroup19923	2	2	1	0	0	2	2	4	0	0	2	1	0	2	1	2	
isogroup19924	1	0	0	1	0	0	3	2	3	4	1	0	0	0	0	1	
isogroup19925	8	9	6	15	0	0	11	6	0	0	3	10	3	10	19	4	
isogroup19926	4	0	2	2	1	0	2	1	2	2	1	1	0	0	3	1	
isogroup19927	27	29	30	38	20	12	33	45	10	21	19	38	24	57	51	38	
isogroup19928	1	0	0	5	0	0	0	0	0	4	1	0	1	0	1	0	
isogroup1993	13	6	3	12	7	8	6	9	5	9	7	12	9	13	12	11	
isogroup19930	1	2	2	1	1	2	1	3	0	0	2	4	1	3	5	3	
isogroup19931	1	1	0	2	1	2	3	1	0	0	1	1	2	2	2	0	
isogroup19933	1	1	1	1	1	0	1	0	0	1	2	0	0	1	2	2	
isogroup19934	1	1	1	0	0	0	1	1	0	0	1	0	1	3	3	0	
isogroup19935	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroup19936	7	6	2	9	2	4	4	4	9	4	5	3	7	8	3	3	
isogroup19937	111	145	169	176	85	89	193	240	106	109	123	163	116	183	144	101	
isogroup19938	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	
isogroup1994	13	9	8	9	7	1	9	13	5	7	8	8	6	19	21	14	
isogroup19940	0	2	0	0	0	1	2	7	0	2	0	0	3	4	0	0	
isogroup19941	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup19942	6	19	11	23	13	15	14	21	10	13	15	17	21	25	20	24	
isogroup19943	212	110	118	269	162	168	254	353	135	150	266	284	174	237	273	246	
isogroup19944	21	17	14	13	16	9	16	23	10	7	7	8	6	22	22	27	
isogroup19945	16	28	21	31	9	24	13	23	7	16	20	9	13	23	28	16	
isogroup19946	16	11	5	8	6	1	14	30	3	4	14	28	19	18	11	10	
isogroup19947	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup19948	1	5	1	4	0	1	2	10	2	4	0	0	1	1	2	3	
isogroup19949	0	0	0	4	0	2	1	4	1	0	0	0	2	4	1	0	
isogroup1995	29	60	47	68	26	32	41	68	23	19	33	35	22	52	41	43	
isogroup19950	0	0	0	1	0	1	0	0	0	1	0	0	0	2	1	3	
isogroup19951	26	43	24	34	6	5	13	22	20	34	6	21	6	4	2	12	
isogroup19953	10	8	7	6	11	3	16	25	7	8	13	13	11	10	14	6	
isogroup19954	101	85	85	96	71	27	81	134	41	46	101	102	84	91	128	45	
isogroup19955	2	1	1	1	1	1	3	8	0	0	0	0	33	13	16	25	
isogroup19956	1	1	2	1	3	1	2	4	1	2	2	2	2	2	6	5	
isogroup19957	0	1	3	1	1	1	1	1	0	0	1	1	1	0	0	2	
isogroup19958	0	0	0	0	1	0	2	1	0	0	0	2	1	0	0	0	
isogroup19959	2	0	1	1	1	0	1	1	1	2	0	2	2	7	1	2	
isogroup1996	8	11	6	5	5	4	12	13	3	6	6	7	5	9	2	9	
isogroup19960	8	8	10	7	10	6	8	10	2	5	7	8	9	10	7	17	
isogroup19961	0	1	1	1	1	1	1	0	2	0	0	0	1	1	3	2	
isogroup19962	26	42	48	25	50	20	57	49	14	20	18	40	18	53	39	29	
isogroup19963	0	0	2	4	3	1	6	2	2	3	0	0	1	4	2	1	
isogroup19964	0	2	7	9	0	25	0	1	0	0	0	1	0	0	0	1	
isogroup19965	20	14	15	17	14	11	15	28	5	8	14	28	22	22	28	14	
isogroup19966	14	36	30	18	8	33	19	19	5	7	9	20	8	52	15	38	
isogroup19967	0	2	0	4	1	4	3	4	4	2	1	3	1	4	4	0	
isogroup19968	2	2	0	1	1	3	0	2	0	0	0	0	0	0	0	1	
isogroup19969	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroup1997	29	43	44	62	25	28	53	53	25	18	23	26	17	49	59	55	
isogroup19971	21	26	18	11	9	13	18	20	4	5	6	15	17	24	13	28	
isogroup19972	3	5	1	2	4	1	1	1	0	0	3	3	1	6	6	1	
isogroup19973	0	1	1	0	0	2	2	0	2	0	0	2	0	1	2	0	
isogroup19974	2	5	0	2	3	0	7	30	1	3	0	1	59	40	31	35	
isogroup19975	5	3	3	3	0	2	3	4	0	6	1	1	1	5	1	0	
isogroup19976	65	69	44	81	38	32	52	82	43	57	56	70	34	44	76	38	
isogroup19977	0	0	1	0	0	0	4	1	0	0	1	2	0	1	1	0	
isogroup19978	2	0	0	3	4	0	4	16	1	1	1	3	24	15	27	16	
isogroup19979	10	21	7	32	10	7	12	25	15	50	9	26	13	12	8	11	
isogroup1998	7	11	8	8	10	4	12	7	2	2	4	12	4	9	5	13	
isogroup19980	2	2	5	3	1	4	2	0	1	3	1	1	1	0	3	1	
isogroup19981	5	3	5	4	2	2	6	2	4	2	6	5	8	8	10	7	
isogroup19982	1617	2306	1752	2725	1923	1656	2174	2250	1787	2034	1785	2746	1714	2895	2114	2029	
isogroup19983	0	1	0	0	0	0	1	0	0	1	0	1	3	3	3	2	
isogroup19984	0	0	0	0	1	0	3	10	1	3	1	4	43	64	29	34	
isogroup19985	96	82	54	60	34	25	58	100	42	70	47	92	62	69	82	71	
isogroup19986	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	
isogroup19987	2	3	0	0	5	3	1	3	1	1	1	1	0	3	1	1	
isogroup19988	0	0	0	0	0	0	0	0	2	0	2	3	0	0	0	0	
isogroup19989	1	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	
isogroup1999	155	152	35	42	111	62	163	219	51	65	40	41	26	63	110	95	
isogroup19990	0	1	2	2	5	2	2	1	0	1	0	2	1	5	3	3	
isogroup19991	5	5	2	6	8	3	6	13	3	1	5	5	4	3	11	10	
isogroup19992	1	0	0	3	0	0	1	2	0	0	0	1	0	1	2	1	
isogroup19993	2354	3186	946	2328	23	89	638	394	1034	240	271	299	192	17	57	620	
